added,anonymous,count,deleted,delta,geo,language,namespace,newPage,page,robot,time,unpatrolled,user
22,0,1,0,22,no_geo,fr,article,0,Záhorská_Ves,1,2013-02-26T05:00:00.000Z,0,EmausBot
28,0,1,0,28,no_geo,vi,article,0,Zeuxippus_atellanus,1,2013-02-26T05:00:00.000Z,0,EmausBot
41,0,1,0,41,no_geo,pl,article,0,Łotewska_Socjalistyczna_Republika_Radziecka,1,2013-02-26T05:00:00.000Z,0,MerlIwBot
18,0,1,0,18,no_geo,el,article,0,Μπαντού_γλώσσες,1,2013-02-26T05:00:00.000Z,0,MerlIwBot
61,0,1,0,61,no_geo,ru,article,0,"Андерссон,_Рой",0,2013-02-26T05:00:00.000Z,0,Tpyvvikky
0,1,1,-4,-4,known,ru,article,0,Белые_ночи_(повесть),0,2013-02-26T05:00:00.000Z,0,85.202.180.103
1,0,1,0,1,no_geo,ru,article,0,Валье-де-Оро,1,2013-02-26T05:00:00.000Z,0,EmausBot
18,0,1,0,18,no_geo,ru,wikipedia,0,Википедия:К_удалению/19_февраля_2013,0,2013-02-26T05:00:00.000Z,0,Raykoffff
765,0,1,0,765,no_geo,ru,article,0,Вюртембергский_дом,0,2013-02-26T05:00:00.000Z,0,Arachn0
4580,0,1,0,4580,no_geo,ru,article,1,Грамон_(коммуна),0,2013-02-26T05:00:00.000Z,0,Valdis72
4729,0,1,0,4729,no_geo,ru,article,1,Джураев_Рахманкул_Джураджанович,0,2013-02-26T05:00:00.000Z,0,Противник
61,0,1,0,61,no_geo,ru,wikipedia,0,"Инкубатор:Аракелов,_Сурен_Юрьевич",1,2013-02-26T05:00:00.000Z,0,Dibot
60,0,1,0,60,no_geo,ru,article,0,"Кабальеро,_Вильфредо",0,2013-02-26T05:00:00.000Z,0,Serg Stallone
30,0,1,0,30,no_geo,uk,wikipedia,0,Категорія:Лев_Толстой,1,2013-02-26T05:00:00.000Z,0,MerlIwBot
0,0,1,-84,-84,no_geo,ru,wikipedia,0,Категория:Соборы_России,1,2013-02-26T05:00:00.000Z,0,MastiBot
18,0,1,0,18,no_geo,uk,article,0,Ла-Базеж,1,2013-02-26T05:00:00.000Z,0,Xqbot
0,0,1,-349,-349,no_geo,ru,article,0,МакSим,0,2013-02-26T05:00:00.000Z,0,Valdis72
121,0,1,0,121,no_geo,ru,article,0,"Милошевич,_Слободан",1,2013-02-26T05:00:00.000Z,0,H2Bot
305,0,2,0,305,no_geo,uk,wikipedia,0,Обговорення_користувача:Haida,0,2013-02-26T05:00:00.000Z,0,Haida
441,0,1,0,441,no_geo,ru,wikipedia,0,Обсуждение_участника:El-chupanebrej,0,2013-02-26T05:00:00.000Z,0,Europlan13
33,0,1,0,33,no_geo,ru,article,0,"Оскар_(кинопремия,_2013)",0,2013-02-26T05:00:00.000Z,0,ArtTrapeza
38,0,1,0,38,no_geo,ru,wikipedia,0,Портал:Биология/К_улучшению,1,2013-02-26T05:00:00.000Z,0,AeroBot
12,0,1,0,12,no_geo,bg,article,0,Райска_птица_(съзвездие),1,2013-02-26T05:00:00.000Z,0,MerlIwBot
1679,0,1,0,1679,no_geo,ru,article,0,"Свиридова,_Алёна_Валентиновна",0,2013-02-26T05:00:00.000Z,0,Leonrid
328,1,2,0,328,geo_error,ru,article,0,Список_рекордов_«Оскара»,0,2013-02-26T05:00:00.000Z,0,37.204.199.211
59,1,2,0,59,known,ru,article,0,Тригонометрия,0,2013-02-26T05:00:00.000Z,0,95.59.128.66
21,0,1,0,21,no_geo,uk,article,0,Франк_Рібері,1,2013-02-26T05:00:00.000Z,0,MerlIwBot
78,0,1,0,78,no_geo,bg,wikipedia,0,Шаблон:Административно_деление_на_Централноафриканската_република,1,2013-02-26T05:00:00.000Z,0,MerlIwBot
13,0,1,0,13,no_geo,he,article,0,אגס,0,2013-02-26T05:00:00.000Z,0,Shannen
0,0,1,-2317,-2317,no_geo,he,article,0,חזיר_הבית,0,2013-02-26T05:00:00.000Z,0,אביהו
44,0,1,0,44,no_geo,he,article,1,קבר_מרדכי_ואסתר,0,2013-02-26T05:00:00.000Z,0,Itzuvit
27,0,1,0,27,no_geo,ar,article,0,آرجَو,1,2013-02-26T05:00:00.000Z,0,MerlIwBot
35,0,1,0,35,no_geo,fa,article,1,بي_چند,1,2013-02-26T05:00:00.000Z,0,Fawikibot
34,0,1,0,34,no_geo,fa,article,1,بيامه,1,2013-02-26T05:00:00.000Z,0,Fawikibot
41,0,1,0,41,no_geo,fa,article,1,بيت_عاشور,1,2013-02-26T05:00:00.000Z,0,Fawikibot
56,0,1,0,56,no_geo,fa,article,1,بيجارانجيل_كچل_بن,1,2013-02-26T05:00:00.000Z,0,Fawikibot
41,0,1,0,41,no_geo,fa,article,1,بيخ_(گياه),1,2013-02-26T05:00:00.000Z,0,Fawikibot
51,0,1,0,51,no_geo,fa,article,1,بيدبرزهٔ_سفيدار,1,2013-02-26T05:00:00.000Z,0,Fawikibot
51,0,1,0,51,no_geo,fa,article,1,بيدروبه_مركزي,1,2013-02-26T05:00:00.000Z,0,Fawikibot
51,0,1,0,51,no_geo,fa,article,1,بيدسوخته_(سرخس),1,2013-02-26T05:00:00.000Z,0,Fawikibot
41,0,1,0,41,no_geo,fa,article,1,بيدك_(فسا),1,2013-02-26T05:00:00.000Z,0,Fawikibot
36,0,1,0,36,no_geo,fa,article,1,بيدلنگ,1,2013-02-26T05:00:00.000Z,0,Fawikibot
45,0,1,0,45,no_geo,fa,article,1,بيدوك_مورتك,1,2013-02-26T05:00:00.000Z,0,Fawikibot
41,0,1,0,41,no_geo,fa,article,1,بير_آباد,1,2013-02-26T05:00:00.000Z,0,Fawikibot
55,0,1,0,55,no_geo,fa,article,1,بيرمينگام،_آيووا,1,2013-02-26T05:00:00.000Z,0,Fawikibot
41,0,1,0,41,no_geo,fa,article,1,بيش_آباد,1,2013-02-26T05:00:00.000Z,0,Fawikibot
50,0,1,0,50,no_geo,fa,article,1,بيشه_گاه_بهمبر,1,2013-02-26T05:00:00.000Z,0,Fawikibot
38,0,1,0,38,no_geo,fa,article,1,بیت_المُقَّدَس,1,2013-02-26T05:00:00.000Z,0,Fawikibot
43,0,1,0,43,no_geo,fa,article,1,بیدر_آباد,1,2013-02-26T05:00:00.000Z,0,Fawikibot
49,0,1,0,49,no_geo,fa,article,1,بیراخانهٔ_سفلی,1,2013-02-26T05:00:00.000Z,0,Fawikibot
39,0,1,0,39,no_geo,fa,article,1,بیشهٔ_سرا,1,2013-02-26T05:00:00.000Z,0,Fawikibot
41,0,1,0,41,no_geo,ar,article,0,جمهورية_لاتفيا_السوفيتية_الإشتراكية,1,2013-02-26T05:00:00.000Z,0,MerlIwBot
0,0,1,-84,-84,no_geo,fa,wikipedia,0,رده:کلیسای_جامع_در_روسیه,1,2013-02-26T05:00:00.000Z,0,MastiBot
35,0,1,0,35,no_geo,fa,article,0,فلج_اطفال,1,2013-02-26T05:00:00.000Z,0,MerlIwBot
7185,0,1,0,7185,no_geo,fa,article,0,مجارشین,0,2013-02-26T05:00:00.000Z,0,Sheikhalizadeh
7,0,1,0,7,no_geo,ar,wikipedia,0,ويكيبيديا:استشهادات_بويكيبيديا,1,2013-02-26T05:00:00.000Z,0,AvocatoBot
0,0,1,-3,-3,no_geo,fa,article,0,پاول_توماس_اندرسن,1,2013-02-26T05:00:00.000Z,0,AvocatoBot
0,1,1,-3,-3,known,ja,article,0,アジア陸上競技選手権大会,0,2013-02-26T05:00:00.000Z,0,114.166.142.109
43,0,1,0,43,no_geo,ja,article,0,オリンピックボクシング競技メダリスト一覧,0,2013-02-26T05:00:00.000Z,0,Championship2006
56,1,1,0,56,known,ja,article,0,スターダストクルセイダース,0,2013-02-26T05:00:00.000Z,0,58.191.164.92
0,0,1,-6,-6,no_geo,ja,wikipedia,0,トロン:_レガシー,0,2013-02-26T05:00:00.000Z,0,風の旅人
12,0,1,0,12,no_geo,ja,article,0,フィリップ・グラス,0,2013-02-26T05:00:00.000Z,0,ルイ20世
1,1,1,0,1,known,ja,article,0,マヤラン,0,2013-02-26T05:00:00.000Z,0,119.26.134.26
0,0,1,-382,-382,no_geo,ja,article,0,ラーマ4世,0,2013-02-26T05:00:00.000Z,0,F.M.H
0,1,1,-15,-15,known,zh,article,0,乳牛,0,2013-02-26T05:00:00.000Z,0,140.129.42.111
4,0,2,-114,-110,no_geo,zh,article,0,內灣線,0,2013-02-26T05:00:00.000Z,0,SElephant
1708,1,1,0,1708,known,ja,wikipedia,1,利用者‐会話:小倉_浩二,0,2013-02-26T05:00:00.000Z,1,211.15.40.98
31,1,1,0,31,known,zh,article,0,呂麗君,0,2013-02-26T05:00:00.000Z,0,203.198.128.10
24,1,1,0,24,known,ja,article,0,大藪晴彦,0,2013-02-26T05:00:00.000Z,0,114.166.142.109
0,1,1,-36,-36,known,ja,article,0,宇宙刑事シャイダー,0,2013-02-26T05:00:00.000Z,0,221.171.29.84
0,1,1,-36,-36,known,ja,article,0,巨獣特捜ジャスピオン,0,2013-02-26T05:00:00.000Z,0,221.171.29.84
0,0,1,-19,-19,no_geo,zh,article,0,德士古盃,1,2013-02-26T05:00:00.000Z,0,Sz-iwbot
14,0,1,0,14,no_geo,zh,article,0,日历（程序）,0,2013-02-26T05:00:00.000Z,0,Iokseng
18,0,1,0,18,no_geo,zh,article,0,格里韦讷,1,2013-02-26T05:00:00.000Z,0,MerlIwBot
0,0,2,-2336,-2336,no_geo,ja,article,0,浅野温子,0,2013-02-26T05:00:00.000Z,0,Hitnhiensj
37,0,1,0,37,no_geo,ja,article,0,猪熊しのぶ,0,2013-02-26T05:00:00.000Z,0,Makoooooo
867,1,1,0,867,known,ja,article,0,福士加代子,0,2013-02-26T05:00:00.000Z,0,180.26.236.86
0,0,1,-1174,-1174,no_geo,zh,article,0,芒鳞苔草,0,2013-02-26T05:00:00.000Z,0,Outlookxp
41,1,1,0,41,known,zh,article,0,觀塘（月華街）巴士總站,0,2013-02-26T05:00:00.000Z,0,183.179.23.165
0,0,1,-71,-71,no_geo,ja,article,0,酸素,0,2013-02-26T05:00:00.000Z,0,戴点
1952,0,1,0,1952,no_geo,zh,article,1,降浊还原丸,0,2013-02-26T05:00:00.000Z,1,Elmas
0,0,1,-1217,-1217,no_geo,zh,article,0,麻根苔草,0,2013-02-26T05:00:00.000Z,0,Outlookxp
2,0,1,0,2,no_geo,ko,article,0,나이저_주,0,2013-02-26T05:00:00.000Z,0,인생살이
18,0,1,0,18,no_geo,ko,article,0,반투어군,1,2013-02-26T05:00:00.000Z,0,MerlIwBot
35,0,1,0,35,no_geo,ko,article,0,소아마비,1,2013-02-26T05:00:00.000Z,0,MerlIwBot
0,0,1,-1012,-1012,no_geo,ko,article,0,윤신달,0,2013-02-26T05:00:00.000Z,0,이형주
78,0,1,0,78,no_geo,ko,wikipedia,0,틀:중앙아프리카_공화국의_행정_구역,1,2013-02-26T05:00:00.000Z,0,MerlIwBot
0,0,1,-195,-195,no_geo,en,article,0,"1,1'-Bi-2-naphthol",1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-171,-171,no_geo,en,article,0,10969_Perryman,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-147,-147,no_geo,en,article,0,11400_Raša,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-183,-183,no_geo,en,article,0,12191_Vorontsova,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-192,-192,no_geo,en,article,0,13092_Schrödinger,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-194,-194,no_geo,en,article,0,14186_Virgiliofos,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-244,-244,no_geo,en,article,0,160th_meridian_west,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-166,-166,no_geo,en,article,0,17694_Jiránek,1,2013-02-26T06:00:00.000Z,0,Addbot
26,0,1,0,26,no_geo,fr,article,0,1899,0,2013-02-26T06:00:00.000Z,1,Neo-brunswickispédia numéro 2
0,0,1,-356,-356,no_geo,en,article,0,1907–08_Nemzeti_Bajnokság_I,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-356,-356,no_geo,en,article,0,1913–14_Nemzeti_Bajnokság_I,1,2013-02-26T06:00:00.000Z,0,Addbot
26,0,1,0,26,no_geo,fr,article,0,1919,0,2013-02-26T06:00:00.000Z,1,Neo-brunswickispédia numéro 2
26,0,1,0,26,no_geo,fr,article,0,1924,0,2013-02-26T06:00:00.000Z,1,Neo-brunswickispédia numéro 2
0,0,1,-302,-302,no_geo,en,article,0,1930_Úrvalsdeild,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-2,-2,no_geo,fr,article,0,1939_au_Nouveau-Brunswick,0,2013-02-26T06:00:00.000Z,1,Neo-brunswickispédia numéro 2
0,0,1,-302,-302,no_geo,en,article,0,1946_Úrvalsdeild,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-302,-302,no_geo,en,article,0,1953_Úrvalsdeild,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-262,-262,no_geo,en,article,0,1958_Mestaruussarja,1,2013-02-26T06:00:00.000Z,0,Addbot
13,0,2,0,13,no_geo,fr,article,0,1963_en_football,0,2013-02-26T06:00:00.000Z,0,Paul.schrepfer
0,0,1,-319,-319,no_geo,en,article,0,1967_Úrvalsdeild,1,2013-02-26T06:00:00.000Z,0,Addbot
115,0,2,0,115,no_geo,fr,article,0,1973_au_Nouveau-Brunswick,0,2013-02-26T06:00:00.000Z,1,Neo-brunswickispédia numéro 2
21,0,2,0,21,no_geo,fr,article,0,1979_en_football,0,2013-02-26T06:00:00.000Z,0,Paul.schrepfer
0,0,1,-179,-179,no_geo,en,article,0,1983_NBA_Draft,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-264,-264,no_geo,en,article,0,1990_Commonwealth_Games,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-274,-274,no_geo,en,article,0,1994–95_Eredivisie,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-355,-355,no_geo,en,article,0,1998–99_Nemzeti_Bajnokság_I,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-274,-274,no_geo,en,article,0,2001_Úrvalsdeild,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-348,-348,no_geo,en,article,0,2004–05_Prva_HNL,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-193,-193,no_geo,en,article,0,2008_Barcelona_KIA,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-396,-396,no_geo,en,article,0,2009_San_Marino_and_Rimini's_Coast_motorcycle_Grand_Prix,1,2013-02-26T06:00:00.000Z,0,Addbot
50,0,2,0,50,no_geo,zh,article,0,2012年世界場地單車錦標賽,0,2013-02-26T06:00:00.000Z,0,Wongpong
115,0,6,-35,80,no_geo,en,article,0,2013_Syracuse_Orange_football_team,0,2013-02-26T06:00:00.000Z,0,Daswento
0,0,1,-189,-189,no_geo,en,article,0,22465_Karelanděl,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-121,-121,no_geo,en,article,0,23904_Amytang,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-144,-144,no_geo,en,article,0,24139_Brianmcarthy,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-168,-168,no_geo,en,article,0,24847_Polesný,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-175,-175,no_geo,en,article,0,29472_Hurvínek,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-159,-159,no_geo,en,article,0,35364_Donaldpray,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-228,-228,no_geo,en,article,0,42nd_parallel_south,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-348,-348,no_geo,en,article,0,6th_Mountain_Division_(Wehrmacht),1,2013-02-26T06:00:00.000Z,0,Addbot
4,0,1,0,4,no_geo,da,article,0,A-bus,0,2013-02-26T06:00:00.000Z,0,Christian Giersing
0,0,1,-97,-97,no_geo,en,article,0,Abarta,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-246,-246,no_geo,en,article,0,Abnormally_Attracted_to_Sin,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-144,-144,no_geo,en,article,0,Absolution_(disambiguation),1,2013-02-26T06:00:00.000Z,0,Addbot
65,0,1,0,65,no_geo,sv,article,1,Acestrorhynchidae,1,2013-02-26T06:00:00.000Z,0,Lsjbot
0,0,1,-117,-117,no_geo,en,article,0,Ace_Books,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-155,-155,no_geo,en,article,0,Active_Worlds,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-185,-185,no_geo,en,article,0,Adelaide_Ristori,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-109,-109,no_geo,en,article,0,Adranus,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-291,-291,no_geo,en,article,0,Afanasy_Ordin-Nashchokin,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-308,-308,no_geo,en,article,0,Agate_Fossil_Beds_National_Monument,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-338,-338,no_geo,en,article,0,Aguaragüe_National_Park_and_Integrated_Management_Natural_Area,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-184,-184,no_geo,en,article,0,"Aikō_District,_Kanagawa",1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-118,-118,no_geo,en,article,0,Air_Japan,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-94,-94,no_geo,en,article,0,Akhlatyan,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-158,-158,no_geo,en,article,0,Al-Hilal_(disambiguation),1,2013-02-26T06:00:00.000Z,0,Addbot
275,0,1,0,275,no_geo,en,article,0,Alan_Grayson,0,2013-02-26T06:00:00.000Z,0,Monty2
0,0,1,-156,-156,no_geo,en,article,0,"Albright,_West_Virginia",1,2013-02-26T06:00:00.000Z,0,Addbot
57,0,2,0,57,no_geo,en,article,0,Alessandro_Besozzi,0,2013-02-26T06:00:00.000Z,0,Ser Amantio di Nicolao
62,0,1,0,62,no_geo,sv,article,1,Alestes_baremoze,1,2013-02-26T06:00:00.000Z,0,Lsjbot
68,0,1,0,68,no_geo,sv,article,1,Alestes_grandisquamis,1,2013-02-26T06:00:00.000Z,0,Lsjbot
64,0,1,0,64,no_geo,sv,article,1,Alestes_natalensis,1,2013-02-26T06:00:00.000Z,0,Lsjbot
2747,0,1,0,2747,no_geo,sv,article,1,Alestes_stuhlmannii,1,2013-02-26T06:00:00.000Z,0,Lsjbot
2590,0,1,0,2590,no_geo,sv,article,1,Alestopetersius_compressus,1,2013-02-26T06:00:00.000Z,0,Lsjbot
0,0,1,-318,-318,no_geo,en,article,0,Alexander_Kobakhidze,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-221,-221,no_geo,en,article,0,Alfonso_Pecoraro_Scanio,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-174,-174,no_geo,en,article,0,Aline_MacMahon,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-190,-190,no_geo,en,article,0,Allenby_Chilton,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-172,-172,no_geo,en,article,0,"Alma_Center,_Wisconsin",1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-237,-237,no_geo,en,article,0,Altamont_Commuter_Express,1,2013-02-26T06:00:00.000Z,0,Addbot
14,0,1,0,14,no_geo,da,article,0,Alumne,1,2013-02-26T06:00:00.000Z,0,MerlIwBot
0,0,1,-139,-139,no_geo,en,article,0,Al_Parker,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-232,-232,no_geo,en,article,0,Americano_Futebol_Clube,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-176,-176,no_geo,en,article,0,Amilcare_Malagola,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-283,-283,no_geo,en,article,0,Anagennisi_Dherynia,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-174,-174,no_geo,en,article,0,Ancón_District,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-211,-211,no_geo,en,article,0,Andrei_Alexandrescu,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-237,-237,no_geo,en,article,0,Andy_Wallace_(producer),1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-175,-175,no_geo,en,article,0,Angelo_Damiano,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-111,-111,no_geo,en,article,0,Anna_Maria,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-143,-143,no_geo,en,article,0,Ann_Todd,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-154,-154,no_geo,en,article,0,Anping_County,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-150,-150,no_geo,en,article,0,Antimachus_I,1,2013-02-26T06:00:00.000Z,0,Addbot
98,0,1,0,98,no_geo,en,article,0,Anupam_Kher,0,2013-02-26T06:00:00.000Z,0,Petermcelwee
53,0,1,0,53,no_geo,vi,article,0,"An_Long,_Tam_Nông",0,2013-02-26T06:00:00.000Z,1,Dewathulk
0,0,1,-170,-170,no_geo,en,article,0,Apostolic_Church_(denomination),1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-132,-132,no_geo,en,article,0,"Aragats,_Talin",1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-339,-339,no_geo,en,article,0,Archibald_Montgomery-Massingberd,1,2013-02-26T06:00:00.000Z,0,Addbot
132,1,3,-18,114,known,en,article,0,Arema_FC,0,2013-02-26T06:00:00.000Z,0,125.166.213.174
0,0,1,-1,-1,no_geo,uk,article,0,ARIS,0,2013-02-26T06:00:00.000Z,0,Іванко1
0,0,1,-177,-177,no_geo,en,article,0,Armenoid_race,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-136,-136,no_geo,en,article,0,Arrows_(British_band),1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-328,-328,no_geo,en,article,0,Art_Gallery_of_New_South_Wales,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-154,-154,no_geo,en,article,0,Aserca_Airlines,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-191,-191,no_geo,en,article,0,Asi_(TV_series),1,2013-02-26T06:00:00.000Z,0,Addbot
49,1,1,0,49,known,fr,article,0,Astérix_chez_les_Bretons,0,2013-02-26T06:00:00.000Z,1,184.162.192.240
0,0,1,-147,-147,no_geo,en,article,0,Atlanta_Chiefs,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-222,-222,no_geo,en,article,0,At_Five_in_the_Afternoon,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-214,-214,no_geo,en,article,0,August_Wilhelm_Heinrich_Blasius,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-2,-2,no_geo,en,article,0,Australian_Security_Intelligence_Organisation,0,2013-02-26T06:00:00.000Z,0,Sleigh
0,0,1,-212,-212,no_geo,en,article,0,Automotive_design,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-271,-271,no_geo,en,article,0,Avrohom_Yeshaya_Karelitz,1,2013-02-26T06:00:00.000Z,0,Addbot
33,0,1,0,33,no_geo,de,article,0,Ayisha_(Äthiopien),1,2013-02-26T06:00:00.000Z,0,MorbZ-Bot
0,0,1,-171,-171,no_geo,en,article,0,A_Dirty_Shame,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-141,-141,no_geo,en,article,0,Backcrossing,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-95,-95,no_geo,en,article,0,Baghanis,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-167,-167,no_geo,en,article,0,Baizhang_Huaihai,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-200,-200,no_geo,en,article,0,Balloon_modelling,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-231,-231,no_geo,en,article,0,Bang_Kruai_District,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-177,-177,no_geo,en,article,0,Baraja_(playing_cards),1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-177,-177,no_geo,en,article,0,Barnabas_Zhang,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-126,-126,no_geo,en,article,0,Barsauma,1,2013-02-26T06:00:00.000Z,0,Addbot
27,0,1,0,27,no_geo,fr,article,0,Bataille_de_Wuhan,1,2013-02-26T06:00:00.000Z,0,Makecat-bot
14,0,1,0,14,no_geo,de,article,0,Bath_Rugby,1,2013-02-26T06:00:00.000Z,0,EmausBot
0,0,1,-228,-228,no_geo,en,article,0,Battle_of_Churubusco,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-158,-158,no_geo,en,article,0,Battle_of_Sepeia,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-204,-204,no_geo,en,article,0,"Bay_View,_Washington",1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-199,-199,no_geo,en,article,0,Beclometasone_dipropionate,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-127,-127,no_geo,en,article,0,Beita_District,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-211,-211,no_geo,en,article,0,"Belmont,_West_Virginia",1,2013-02-26T06:00:00.000Z,0,Addbot
67,0,1,0,67,no_geo,de,article,0,Benno_Johann_Josef_Müller,0,2013-02-26T06:00:00.000Z,0,Friedrichheinz
406,0,1,0,406,no_geo,de,wikipedia,0,Benutzer:Rolf_H./Umschreibecke_Goethe,0,2013-02-26T06:00:00.000Z,0,Rolf H.
519,0,1,0,519,no_geo,de,wikipedia,0,Benutzer_Diskussion:Mnh,0,2013-02-26T06:00:00.000Z,0,Jabo
0,0,1,-154,-154,no_geo,en,article,0,Berendei,1,2013-02-26T06:00:00.000Z,0,Addbot
199,0,1,0,199,no_geo,sv,article,0,Bernhard_Dorn,1,2013-02-26T06:00:00.000Z,0,Zorrobot
0,0,1,-18,-18,no_geo,en,article,0,Bethel_(god),1,2013-02-26T06:00:00.000Z,0,Addbot
570,0,3,0,570,no_geo,en,article,0,Bhuvneshwar_Kumar,0,2013-02-26T06:00:00.000Z,0,Iamatom
0,0,1,-23,-23,no_geo,en,article,0,Big_History,1,2013-02-26T06:00:00.000Z,0,BG19bot
0,0,1,-176,-176,no_geo,en,article,0,Bill_Sienkiewicz,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-133,-133,no_geo,en,article,0,"Birch_Bay,_Washington",1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-181,-181,no_geo,en,article,0,Black-throated_Munia,1,2013-02-26T06:00:00.000Z,0,Addbot
1,0,1,0,1,no_geo,fr,article,0,Black_Pearl,0,2013-02-26T06:00:00.000Z,0,DG-IRAO
0,0,1,-169,-169,no_geo,en,article,0,Blind_Boy_Fuller,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-209,-209,no_geo,en,article,0,Blue_baby_syndrome,1,2013-02-26T06:00:00.000Z,0,Addbot
0,0,1,-103,-103,no_geo,en,article,0,BNT_1,1,2013-02-26T06:00:00.000Z,0,Addbot
782,1,1,0,782,known,en,article,0,Bock,0,2013-02-26T06:00:00.000Z,0,75.73.49.5
19,0,1,0,19,no_geo,de,article,0,Bolonia,1,2013-02-26T06:00:00.000Z,0,MorbZ-Bot
0,0,1,-120,-120,no_geo,en,article,0,Bonstetten,1,2013-02-26T06:00:00.000Z,0,Addbot
