happy,year,age,sex,marital,degree,finrela,health,wtssall
pretty happy,1994,38,male,never married,high school,below average,excellent,0.5412
pretty happy,1994,80,female,widowed,lt high school,far below average,good,0.5412
pretty happy,1994,52,male,married,high school,far below average,good,1.6237
very happy,1994,61,male,separated,lt high school,average,NA,0.5412
pretty happy,1994,30,female,married,high school,above average,excellent,1.0825
not too happy,1994,29,male,never married,high school,below average,good,0.5412
very happy,1994,25,male,married,high school,average,good,1.0825
pretty happy,1994,51,male,divorced,high school,above average,excellent,0.5412
very happy,1994,64,male,divorced,lt high school,below average,poor,0.5412
pretty happy,1994,62,male,divorced,bachelor,below average,poor,0.5412
not too happy,1994,47,male,never married,junior college,average,excellent,0.5412
pretty happy,1994,50,male,divorced,bachelor,average,good,1.0825
very happy,1994,70,female,never married,high school,average,good,0.5412
very happy,1994,23,male,never married,high school,above average,excellent,0.5412
pretty happy,1994,30,male,married,junior college,average,NA,1.0825
pretty happy,1994,37,female,married,high school,below average,excellent,1.0825
very happy,1994,74,male,married,high school,above average,NA,1.0825
not too happy,1994,60,female,divorced,high school,average,good,0.5412
pretty happy,1994,49,female,never married,high school,average,good,0.5412
pretty happy,1994,48,female,never married,bachelor,below average,NA,0.5412
very happy,1996,79,male,married,high school,average,poor,1.0864
pretty happy,1996,32,male,never married,bachelor,average,NA,1.0864
not too happy,1996,55,male,divorced,graduate,average,good,0.5432
very happy,1996,50,female,married,lt high school,average,NA,1.0864
very happy,1996,56,female,separated,lt high school,below average,fair,0.5432
pretty happy,1996,51,female,separated,bachelor,average,good,0.5432
pretty happy,1996,48,male,separated,high school,above average,good,0.5432
pretty happy,1996,29,female,never married,high school,average,good,0.5432
pretty happy,1996,40,female,separated,high school,average,excellent,0.5432
not too happy,1996,46,female,separated,high school,below average,good,1.0864
not too happy,1996,37,female,never married,graduate,average,good,0.5432
pretty happy,1996,43,female,divorced,graduate,average,good,0.5432
pretty happy,1996,45,female,never married,bachelor,above average,good,0.5432
not too happy,1996,44,male,divorced,high school,far below average,good,0.5432
pretty happy,1996,53,female,divorced,bachelor,above average,good,0.5432
not too happy,1996,31,male,never married,bachelor,average,good,0.5432
pretty happy,1996,34,male,married,high school,average,excellent,1.0864
pretty happy,1996,32,male,never married,graduate,average,excellent,0.5432
pretty happy,1996,44,male,married,high school,average,good,1.0864
very happy,1996,24,female,never married,high school,far below average,good,0.5432
pretty happy,1996,53,male,divorced,high school,average,good,1.0864
not too happy,1996,28,female,married,lt high school,average,good,1.0864
not too happy,1996,41,male,never married,high school,far below average,excellent,0.5432
very happy,1996,24,female,married,high school,average,NA,1.0864
very happy,1996,42,female,never married,lt high school,below average,NA,0.5432
pretty happy,1996,29,female,never married,high school,average,good,0.5432
pretty happy,1996,38,female,married,bachelor,above average,NA,1.0864
very happy,1996,27,male,never married,bachelor,above average,good,0.5432
pretty happy,1996,42,female,never married,bachelor,average,excellent,1.0864
not too happy,1996,27,female,never married,bachelor,above average,good,0.5432
very happy,1996,40,female,married,graduate,NA,excellent,1.0864
very happy,1996,74,male,widowed,lt high school,average,poor,0.5432
pretty happy,1996,41,male,divorced,junior college,NA,excellent,0.5432
very happy,1996,25,female,never married,bachelor,average,excellent,1.0864
very happy,1996,26,male,never married,bachelor,above average,excellent,1.0864
pretty happy,1996,49,female,divorced,junior college,average,fair,0.5432
very happy,1996,55,male,never married,lt high school,average,good,1.0864
not too happy,1996,49,female,separated,graduate,average,fair,1.0864
NA,1996,25,female,married,lt high school,below average,NA,1.0864
pretty happy,1996,37,female,never married,bachelor,average,good,0.5432
pretty happy,1996,61,male,never married,high school,average,good,1.0864
pretty happy,1996,79,female,divorced,lt high school,average,fair,0.5432
pretty happy,1996,55,female,divorced,graduate,average,fair,0.5432
pretty happy,1996,39,female,never married,lt high school,below average,fair,0.5432
pretty happy,1996,20,male,never married,lt high school,average,NA,1.0864
pretty happy,1996,26,female,married,bachelor,average,good,1.0864
pretty happy,1996,29,female,never married,lt high school,average,fair,0.5432
pretty happy,1996,27,male,never married,lt high school,below average,good,1.0864
pretty happy,1996,41,male,married,high school,average,excellent,1.0864
not too happy,1996,42,female,divorced,high school,average,fair,0.5432
very happy,1996,25,female,never married,high school,average,excellent,0.5432
very happy,1996,32,female,married,graduate,average,good,1.0864
very happy,1996,51,male,married,high school,average,NA,1.0864
very happy,1996,25,male,never married,high school,NA,excellent,1.0864
pretty happy,1996,47,female,never married,graduate,average,excellent,1.6295
pretty happy,1996,26,male,never married,bachelor,average,good,0.5432
very happy,1996,53,male,never married,bachelor,below average,excellent,0.5432
pretty happy,1996,37,male,never married,high school,average,good,0.5432
pretty happy,1996,42,male,never married,high school,average,NA,0.5432
pretty happy,1996,31,male,never married,lt high school,below average,fair,1.0864
pretty happy,1996,39,male,married,high school,average,good,1.0864
very happy,1996,29,female,never married,bachelor,average,good,1.0864
pretty happy,1996,33,male,married,high school,average,excellent,1.0864
very happy,1996,32,female,married,high school,above average,excellent,1.0864
very happy,1996,49,male,divorced,bachelor,above average,excellent,0.5432
pretty happy,1996,35,female,married,bachelor,average,excellent,1.0864
very happy,1996,29,male,never married,junior college,far above average,good,0.5432
very happy,1996,73,female,widowed,lt high school,average,fair,0.5432
pretty happy,1996,NA,female,married,high school,above average,good,1.0864
pretty happy,1996,80,female,widowed,high school,average,fair,0.5432
pretty happy,1996,42,female,separated,lt high school,below average,fair,0.5432
pretty happy,1996,35,male,never married,bachelor,above average,excellent,0.5432
not too happy,1996,81,female,married,high school,average,NA,0.5432
pretty happy,1996,42,female,never married,bachelor,average,good,1.0864
pretty happy,1996,51,female,never married,high school,average,good,0.5432
pretty happy,1996,44,female,divorced,lt high school,average,good,0.5432
not too happy,1996,43,female,divorced,graduate,average,good,0.5432
very happy,1996,28,male,married,high school,above average,good,1.0864
pretty happy,1996,19,male,never married,lt high school,average,good,1.0864
pretty happy,1996,31,female,never married,high school,below average,NA,1.0864
very happy,1996,42,male,divorced,high school,average,good,0.5432
very happy,1996,26,female,never married,high school,below average,NA,0.5432
very happy,1996,29,female,never married,bachelor,average,NA,0.5432
pretty happy,1996,29,female,married,high school,average,excellent,1.0864
pretty happy,1996,32,female,married,high school,average,NA,1.0864
very happy,1996,34,female,married,bachelor,far above average,excellent,1.0864
pretty happy,1996,59,male,married,high school,above average,excellent,1.0864
not too happy,1996,38,female,divorced,bachelor,average,excellent,0.5432
pretty happy,1996,37,male,married,bachelor,above average,excellent,1.0864
very happy,1996,34,male,married,graduate,above average,NA,1.0864
pretty happy,1996,18,female,never married,lt high school,above average,good,1.6295
very happy,1996,61,male,married,bachelor,average,NA,2.7159
pretty happy,1996,23,female,never married,bachelor,average,good,2.1727
pretty happy,1996,51,male,married,high school,average,excellent,1.6295
very happy,1996,38,female,separated,bachelor,below average,fair,0.5432
very happy,1996,80,male,married,high school,average,fair,1.0864
pretty happy,1996,47,male,divorced,lt high school,average,good,0.5432
not too happy,1996,43,male,separated,high school,far below average,good,0.5432
very happy,1996,19,male,never married,lt high school,average,good,1.6295
pretty happy,1996,86,female,never married,high school,below average,excellent,1.6295
very happy,1996,41,male,married,high school,below average,fair,1.0864
pretty happy,1996,21,female,never married,lt high school,average,excellent,1.0864
very happy,1996,37,female,married,high school,average,good,1.0864
pretty happy,1996,38,female,married,high school,below average,fair,1.0864
pretty happy,1996,24,male,married,high school,average,excellent,3.2591
pretty happy,1996,43,female,married,lt high school,below average,good,1.0864
pretty happy,1996,40,male,married,lt high school,below average,fair,1.0864
pretty happy,1996,37,male,never married,lt high school,average,good,0.5432
not too happy,1996,25,male,never married,bachelor,average,excellent,2.1727
not too happy,1996,32,female,never married,high school,below average,good,0.5432
pretty happy,1996,29,female,never married,high school,far below average,good,0.5432
not too happy,1996,25,female,never married,high school,far below average,good,1.0864
not too happy,1996,46,female,married,bachelor,average,good,1.0864
pretty happy,1996,38,male,married,high school,average,good,1.6295
pretty happy,1996,37,female,married,high school,average,good,1.0864
very happy,1996,24,female,never married,high school,average,good,0.5432
pretty happy,1996,35,female,married,lt high school,above average,NA,1.0864
pretty happy,1996,62,male,married,graduate,above average,fair,1.6295
pretty happy,1996,38,female,never married,junior college,average,good,0.5432
not too happy,1996,89,female,widowed,bachelor,average,good,0.5432
not too happy,1996,71,female,divorced,high school,above average,good,0.5432
not too happy,1996,60,male,divorced,lt high school,above average,good,0.5432
very happy,1996,48,female,married,high school,average,NA,1.6295
very happy,1996,30,male,separated,bachelor,average,good,1.0864
very happy,1996,49,female,married,high school,above average,excellent,1.0864
pretty happy,1996,24,female,never married,high school,average,good,1.6295
very happy,1996,37,female,married,high school,average,fair,1.0864
very happy,1996,32,male,married,junior college,average,excellent,1.0864
pretty happy,1996,23,male,never married,high school,above average,good,1.6295
very happy,1996,45,female,married,high school,average,NA,1.0864
